User,Sentiment
And what is display size,Neu
Display size is good for me but dont you think its little higher in cost,Neg
Show me something else.,Neg
"Sounds good, and what is its battery back up?",Neu
Does it work on Sym?,Confirm
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
556,556
"Hey, show me some phone",Neu
"I love taking photos, I need good camera both front and back in green color.",Pos
"Great, what is its ReleasedYear?",Neu
Its old phone.. Do you have latest released phone?,Neg
 How mcuh it will cost me?,Neu
It's in my budget too. Please book it fast for me.,Pos
Thanks for helping me.,Pos
557,557
"Hey, show me some phone",Neu
I need Samsung phone with Android OS.,Pos
What's its price?,Neu
Its out of my budget.,Neg
Show me in less cost,Neg
"Okay, book this for me",Neu
Thanks for helping me.,Pos
558,558
"Hello, I am in urgent need of a good phone.",Neu
I need a good battery back up phone.,Pos
What's its cost?,Neu
What is its operating system?,Neu
I am comfortable and used to wonly with Android.,Neg
But I want Android phone only.,Neg
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
559,559
"Good Evening, I am looking for a trending phone",Neu
 I need to have a phone of good memory and good battery life.,Neu
What's its cost?,Neu
What's its weight?,Neu
What is its camera quality?,Neu
oh I want dual camera phone,Neg
Please show me some other model.,Neg
And how much it will cost me?,Neu
Okay done. Pack this for me.,Neu
Thanks for helping me.,Pos
560,560
"Hello, I want a new phone.",Neu
Camera should be superb and display size should be medium,Neu
What is its Released Year?,Neu
"oh, but I want 2016 released year phone as it will be less costly",Neg
Does radio works on it?,Neu
Okay fine let me think for few days,Pos
Thanks.,Pos
561,561
"Hey, I need a new phone.",Neu
I am a traveller so battery backup with radio.,Neu
Whta is its weight?,Neu
That's a bit on heavier side. Do you have something in light weight?,Neg
What's its price?,Neu
What's its display size?,Neu
Okay done. Pack this for me.,Neu
Thanks for helping me.,Pos
562,562
"Good evening, I am looking for a good phone",Neu
I need a big display phone of Vivo brand.,Neu
"great,what's its battery life?",Neu
I want better battery as I travel alot.,Neg
I don't want this.,Neg
Does radio works on it?,Neu
"Lovely, book this for me.",Pos
Thanks for helping me.,Pos
563,563
"Hello, I want to buy a phone",Neu
I want Huawei phone with good front camera.,Neu
What is its released year?,Neu
And how much it will cost me?,Neu
Its too costly for me.,Neg
Can the price go little lower.,Neg
What about its camera?,Neu
"Lovely, book this for me.",Pos
Thanks for helping me.,Pos
564,564
"Good evening, I want a good phone at the best price",Neu
It should be a Asus phone and high camera quality,Neu
What is the price?,Neu
How is the battery life?,Neu
What is its color?,Neu
What is its weight?,Neu
I want heavy weight phone.,Neg
ok can you book  this for me,Neu
Thanks for help,Pos
565,565
"Good evening, I want a good phone.",Neu
I want to buy YU phones.,Neu
What's its price?,Neu
Sorry I can't go for so high cost.,Neg
Please show me something which is of less cost than this.,Neg
"Good,I will take this only.",Neu
Thank you.,Pos
566,566
"Hello, I need  to buy a phone.",Neu
I am selfie pro so need very good front camera.,Neu
"Its still less, show me some higher one?",Neg
Show me something else.,Neg
In which color it is available?,Neu
What's its price?,Neu
"Great,its in my budget too,please book it for me.",Pos
Thank you.,Pos
567,567
Hi I need a good phone.,Neu
Show me Sony phone  within 200Euro.,Neu
What's its battery life?,Neu
Show me something of more battery value,Neg
Show me something which is also in my budget too.,Neg
And how much it will cost me?,Neu
In which color it is available?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
568,568
"Good Evening, I am in urgent need of a phone.",Neu
"Yes,It has,dualsim and radio feautres should be there.",Neu
How much it will cost me?,Neu
Does it has GPS facility in it?,Neg
"No issue,show me GPS phones.",Neg
And what's its price?,Neu
Does it has GPS facility in it?,Neu
"Okay, pack this phone for me.",Neu
Thanks for help,Pos
569,569
"Hello,I want BlackBerry phone.",Neu
Android OS with good camera.,Neu
And what's its price?,Neu
Show me something of less price value.,Neg
I can't go out of my budget.,Neg
"Good, in which color it comes?",Neu
"Okay, I like this phone. Pack it for me.",Neu
570,570
"Hi, show me dualsim phone.",Neu
Primary camera quality shoud be good.,Neu
What about its sim slot?,Neu
"I need single sim slot, I carry only one sim.",Neg
And what's its price?,Neu
"Good, in which color it comes?",Neu
What's its weight?,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks for help.,Pos
571,571
"hello, I want to buy a new phone?",Neu
It should have good RAM and primary camera quality,Neu
Does it has good camera ?,Neu
What is it's price?,Neu
What is its OS?,Neu
What's it's color,Neu
but I would prefer in black,Neg
Still I prefer black only,Neg
What's it's cost?,Neu
"Okay, book this model for me",Neu
Thanks a lot ,Pos
572,572
"Hey, can you help me in buying a new phone?",Neu
I want to buy a blue color phone with good memory backup.,Neu
What is the price?,Neu
My budget is less than 100Euro.,Neg
But I can't go beyond my budget.,Neg
ok can you book  this Model for me,Neu
Thanks for help,Pos
573,573
I wanna to buy a phone which fulfills all my requirements.,Neu
It's should have dual sim,Neu
What's it's price?,Neu
"It's out of my budget,suggest me something else",Neg
I have budget constraints,Neg
And what's it's price?,Neu
What is its battery?,Neu
ok can you book  this Model for me,Neu
Thanks for help,Pos
574,574
"Hi, I am looking for a phone",Neu
I want  DualSim phone.,Neu
Tell me about it's Batttery Capacity ?,Neu
But I need more battery life?,Neg
I travel a lot so please show something else.,Neg
How much it will cost?,Neu
ok can you book  this Model for me,Neu
Thanks for help,Pos
575,576
"Hi, I am looking for a phone",Neu
I am looking for Android phone of less than 200Euro,Neu
How much it costs me?,Neu
In which color is it available?,Neu
I need in Amethyst Gray color .,Neg
Show me in Amethyst Gray color only with all my required feautres.,Neg
"Okay, please pack this for me",Neu
Thanks for helping me.,Pos
576,576
"Hey, I need your help regarding phone info.",Neu
Phone with good primary camera and cost around 200,Neu
In which OS it is available?,Neu
"It want  in mics OS.
",Neg
I still want in mics operating system only.,Neg
What's  it's cost? ,Neu
Okay book this for me.,Neu
Thanks for helping me.,Pos
577,577
I need to book a phone.,Neu
 Show me something of good battery back up of Lenovo brand.,Neu
how it will cost me?,Neu
What is its released year?,Neu
show me something latest phone.,Neg
Okay book this  for me.,Neu
Thanks for helping me.,Pos
578,578
I need to book a phone.,Neu
I want a  good battery life of Samsung,Neu
How much it will cost me?,Neu
It costs bit high for me.,Neg
I  cant afford this.,Neg
Is it working on Android OS?,Pos
Okay book Samsung of G610s  model for me.,Neu
Thanks for helping me.,Pos
579,579
"hi,can you help me in buying a phone ?",Neu
I want to buy phone with 13MP camera,Neu
How much does it cost ? ,Neu
In which color it is available?,Neu
"nO NO , I want it in white color",Neg
Show me anything else in white,Neg
Okay book this for me.,Neu
Thanks for helping me.,Pos
580,580
"hi,can you help me in buying a phone ?",Neu
I want in gold color with good battery back up of Lenovo,Neu
What's its price?,Neu
In which OS it works?,Neu
I am only used to Sym.,Neg
"No, I need Sym OS only.",Neg
Okay book Spice of N8 model for me.,Neu
Thanks for helping me.,Pos
581,581
"hi,can you help me in buying a phone ?",Neu
I want titanium color phone.,Neu
What's its cost?,Neu
But its going against my budget.,Neg
I can't afford it.,Neg
And what's its cost?,Neu
"Okay, please book this for me",Neu
Thanks for helping me.,Pos
582,582
"Hey, show me some phone",Neu
I want big display phone of Samsung ,Neu
And what is display size,Neu
Display size is little less for me.,Neg
 what is its battery back up?,Neu
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
583,583
"Hey, show me some phone",Neu
I need a phone  with great battery back up.,Neu
What about its camera?,Neu
Can you show better than this?,Neg
Show me something else.,Neu
How mcuh it will cost me?,Neu
Does radio works on it?,Neu
It's in my budget too. Please book it fast for me.,Pos
Thanks for helping me.,Pos
584,584
I am looking for a good quality phone.,Neu
I want Nokia phones in black color.,Neu
What about its GPS?,Neu
What's its price?,Neu
Oh its too costly for me.,Neg
Something of less costly.,Neg
"Okay, book this for me",Neu
Thanks for helping me.,Pos
585,585
"Hello, I want to buy a phone",Neu
I need a good battery back up phone in black color,Neu
What's its cost?,Neu
What's its weight?,Neu
On which OS it works on?,Neu
I used Mic OS before.,Neg
But I want Mic phone only.,Neg
"Okay, no problem, book this  for me",Neu
Thanks for helping me.,Pos
586,586
"Good Evening, I am looking for a good phone",Neu
 I need to have a phone that has high memory.,Neu
What's its cost?,Neu
What's its weight?,Neu
Does it have long battery life? ,Neu
It is not be compatible in travelling.,Neg
Okay done. Pack this for me.,Neu
Thanks for helping me.,Pos
587,587
"Hello, I am in search of  a good phone.",Neu
it should have big display and high memory.,Neu
No.That's all.,Neu
What is its Primary Camera?,Neu
Oh I need 16 MP or more camera phone,Neg
I can't go for less pixels. I would go for 16 MP+ camera phone,Neg
What is its cost?,Neu
What is its weight,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks a lot for your time,Pos
588,588
"Hey, I want to gift a phone to my brother",Neu
"yes, I want a big display size GPS operated phone ",Neu
What is its price?,Neu
That's too costly for me. Do you have something in less?,Neg
"Yes,It has, but i can't spend that much on my phone",Neg
What is its color?,Neu
what is its weight?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
589,589
"Hi, I am looking for a good phone",Neu
I want to buy  by Samsung phone with GPS.,Neu
How is the battery life?,Neu
What is its color?,Neu
What is its cost?,Neu
That's too costly for me. I can go up to100 Euro. ,Neg
I understand but I have budget constraints,Neg
ok can you book this for me,Neu
Thanks for help,Pos
590,590
"Hello, I want to buy a best selling model phone.",Neu
"Yes,It has, i need a phone with DualSim phone",Neu
What is its memory?,Neu
what is it's color ? ,Neu
But I like blue color.,Neg
What is its cost?,Neu
Sounds good to me. I will take it.,Pos
Thanks a lot for your patience and time.,Pos
591,591
"Hi,I want to buy a phone.",Neu
I want to buy a small display size phone  with good camera quality ,Neu
How much it will cost me?,Neu
I think its bit high on price.,Neg
Is it working on Android OS?,Neu
Does radio works on it?,Neu
Okay book this model for me.,Neu
Thanks for helping me.,Pos
592,592
"Hello, I want a new phone.",Neu
Show me anything in Samsung with GPS in it.,Neu
What is its price?,Neu
That's too costly for me. Do you have something in less?,Neg
"Sorry, I can't go for it.",Neg
what is its weight?,Neu
Sounds good to me. Please book it for me,Pos
Thanks for all your time.,Pos
593,593
"Hello, I want a new phone.",Neu
It should have good battery back up with GPS facility in it?,Neu
What is its price?,Neu
what is it's color ? ,Neu
but I will prefer pink color.,Neg
