USER,User Sentiment (-1 to 1)
"Yes, I have few pictures of the model. I am looking for the phone in link - https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQd2qDeWSHNYL5otcFdW7VgjMG0eGWeiIVJ1JMxs2uCvjnyelq_iceHueztM5AZrbVgFI&usqp=CAU",0
I don't know much more about their specifications. Can you tell me What is about their model and features?,0
What is about camera specification?,0
"Okay, then I think this can be a good birthday gift?",0
Any other specification?,0
Tell me a little bit more about this one.,0
There is one more fact I had like to know and that is how old is the release date of this model?,0
"Yes, I think this might do the job. What is its price?",1
What! Why this price is so high?,-1
"Still, please provide some discount on this phone.",0
"No, price doesn't matters this much. After All this gift is for special person.",0
"Ok, I will take this one. Please proceed with the booking.",1
Thanks for the assistance.,1
471,
"Hello, do you have any mid range laptops?",0
I would spend between 1200 to 2000 EUR. Can I get a good laptop for this price?,0
It should have large display size high ratings.,0
Which brand does it belongs to?,0
What is about their processor and Graphics_Card?,0
"Wow, It has big storage.",1
No. That is enough. How much will it cost me?,0
I think i should be given some discount.,0
"Okay, Do you even sell smartphones?",0
Show one which has high battery backup and large internal RAM.,0
I want big display size and also high RAM.,0
I have heard Allview brand is good brand. I would like to pick it.,0
Tell me about battery performance.,0
"Great, What is it price?",1
"Okay, book this one for me.",1
Thank you.,1
472,
"Good morning, I have been looking for some good laptops. Can you please help me?",0
I need it for my daughter. She needs it for her online classes.,0
"I think she will love bigger display. I'd say 15 inch will be fine. Yes, I have heard Dell is good brand. I would pick it then.",0
"She wants big storage in her laptop. So, it must have large disk space.",0
What about the storage?,0
"Okay, What's about its Graphics Card?",0
"Yes, I think this might do the job. What is it price?",1
What! why is the price so high?,-1
"Yes, After All, it is for education. I hope my daughter would like it.",0
"Ok, I will take this one. Please proceed with the booking",1
Thanks for the assistance.,1
473,
"Good afternoon, do you have smartphones?",0
Any low budget phone with good features will do.,0
Around 200- 250 EUR.,0
"No, there is nothing of that sort.",0
Are you sure this one is a good phone?,0
That is nice but What is the price?,0
What colour do you have for the model?,0
Gold? I am not sure if this is the colour I like for my phone.,0
"Sure, I would like to have a look.",1
"It looks good, actually, something I didn't expect. I like it.",1
Thank you for your help.,1
474,
"Hi, do you have smartphones?",0
I am very particular about what I want.,0
"Vivo V5s, That is my choice.",0
"No, I am aware that it has excellent features, so I want to buy this one.",0
I had already expected this much. Seal the deal.,0
"Yes, I would also like to buy a good Samsung phone for my Sister.",0
"Yes, pretty much. My Sister loves Samsung, so. please show me something good from Samsung itself.",0
"No, just the product has to be the best. That is my only requirement.",0
What about to its feature?,0
What is the price?,0
"God, That is expensive!",-1
Ok! I hope so. Book it for me,1
Thank you for your assistance.,1
475,
"Hello, can you help me select a good laptop?",0
"I have used Lenovo, and so I would like to with that only.",0
"Money is not an issue, but it still doesn't go much high in Budget.",0
I think IdeaPad 330S from Lenovo can be very good.,0
What about IdeaPad 320-15IKBRA?,0
"You are right, but what about its ratings?",0
What are the other features?,0
What is the storage?,0
1 TB seems insufficient.,-1
Okay. I would like to book this one.,0
No. Thank you for your assistance,1
476,
Good Evening.,0
I want to buy a laptop.,0
"IdeaPad 320-14ISK of Lenovo, That is what my uncle suggested.",0
"But still, I am not sure whether to buy this one or not?",0
"No, I just want your input about this particular model.",0
Tell me about its features.,0
"That is good, and what does the review for the product says?",1
That is okay. It works for me.,1
"Wait, I also want to buy a camera.",0
"Nope, I am just a beginner.",0
Any low budget camera with four or more pixel might work fine for me. Fantastic!! How much is the price?,0
"Okay, book both the products for me.",1
Thank you for your help.,1
477,
Good morning. I want to buy a phone. I hope you might help me.,0
I am looking for a phone that my daughter wants to buy.,0
I don't know much about that except the photo that I got from her phone.,0
"That is very generous of you. Here, have a look http://cdn2.gsmarena.com/vv/bigpic/samsung-galaxy-note7-usa.jpg",0
Can you tell me which colour is this? I love the colour.,0
I wonder if it's the look that my daughter likes or the features.,0
"Perfect, please tell me then its features.",1
Sounds good!! What about the display and Internal memory?,0
"Indeed, this phone has excellent features as well. I loved it too.",1
"Yup, What is the cost?",0
Okay. Book it for me.,1
Thank you.,1
478,
"Hi, can you please help me?",0
I want to buy a phone for my Sister.,0
I never asked so I have no idea about this.,0
I don't have any clue.,0
I didn't understand what are you asking about?,0
That will be great.,1
Oh yes. As usual a beautiful phone with unique colour.,1
This phone looks pretty. What model and colour is it?,1
Is this a good phone?,0
"OMG, That is amazing!! I think you are right.",1
Now tell me how much will I have to pay?,0
"That is too expensive, and I can't afford it.",-1
No. I will reach out to you later for this exact model.,-1
No. Thank you for now.,1
479,
Good afternoon. Can you help me buying a camera?,0
I wanted to buy a Nikon camera. Do you have it?,0
That is nice!! Do you have Nikon Coolpix L1?,1
One of my friends suggested this is a good camera.,0
"No, but I am looking for a camera in higher budget range.",-1
Around 200-300 EUR.,0
Any brand will do just give me a good product.,0
"Yes, please proceed.",1
"This brand is excellent, but please tell me if it is within my budget or not?",1
Amazing! Thank you for your help.,1
480,
"Hi, I am here to buy a phone.",0
"No, but the brand. Will it help?",0
It's Samsung and has a unique blue colour.,0
"Sorry, I can't.",-1
Sure.,1
OMG. This phone is the same. How did you find it?,1
Do you have this in Black? I am sure it would look phenomenal in Black.,0
"Agreed, but still, I always prefer Black over everything.",0
"Okay,I would like to buy it.",1
That is too expensive. I can't afford it.,-1
I don't want any alternative. I want this one.,0
I am going to wait for the sale season to buy it in less. Thank you for your help,0
481,
Good morning. Do you have laptops?,0
I would prefer HP.,0
I am a graphic designer. I teach graphics software to students.,0
"Yes, I am buying it for my students.",0
Around 6000 EUR.,0
"Features seem great, but What is the price?",0
That is much more than the budget which I gave you. It's too expensive.,-1
"I understand it's a good laptop, but it's way more than my budget.",0
Isn't there any kind of discount on the price?,0
"Not a problem, I will wait for some time for the discount",0
Thank you for your help.,1
482,
"Hello, I am here to buy a smartphone.",0
"No, but I am particular that I want a smartphone from Asus.",0
100-200 EUR. That much I can spend on it.,0
Which model are you recommending?,0
My God!! It sounds so good. What else are the features?,1
In what colour do you have it? I love white.,0
I am not sure about the colour.,0
Great!!,1
"It looks better than I expected, even better than white.",1
What is the price?,0
Great. Please book it for me.,1
"Yes, of course. Thank you for your help",1
483,
Good Evening. There is something I need to ask you.,0
"My son needs a camera, who is just a beginner. Can you suggest something in low budget?",0
Around 150 EUR.,0
That is good but What is the cost?,0
"Okay, then I will buy it.",1
I wanted to buy a phone for my personal use.,1
"Maybe Oppo, just something that isn't costly.",0
That is amazing!! I wanted to ask what colour do you have this available in?,1
What is the price?,0
I understand. Please book both of the products for me.,1
Thank you for helping me out,1
484,
"Hi, I have a query.",0
"I saw a girl using a phone that looks beautiful, but I don't know the model.",0
"No, but I can manage a reference from one of my friends.",0
"Here, http://cdn2.gsmarena.com/vv/bigpic/huawei-p9-plus.jpg",0
Do you have any smartphone that looks similar?,0
What are the specifications?,0
Is it a lightweight phone?,0
And what are the colours the phone is available in?,0
You are right. it looks pretty unique and elegant.,1
What is the price?,0
Not bad. I can afford that.,1
Sure. Go ahead.,1
No. Thank you for your assistance.,1
485,
"Hello, do you have laptops?",0
Prior to that I just wanted to know if there is a discount on any model?,0
I am a digital artist so I would prefer good graphics. Show me a good model from Asus.,0
"No, I am not particular about anything else. Is Asus a good model?",0
"Okay, which model from Asus is the best?",0
Are you sure its the best?,0
Great!! Anything other feature?,1
What about the discount you told me?,0
That is good. Thank you.,1
486,
"Hi, Can you assist me to buy a perfect phone?",0
I am a Fashion blogger and my first priority is a good camera.,0
I want a big display screen. and a good Internal storage capacity.,0
"No, I am okay with any brand of it has good camera.",0
I gave this a lot of thought and ended up deciding that mobile phone will be the best option.,0
"Yes, its a multi-purpose tool. I can click, edit and post picture in one go.",0
"I have it from Samsung, one of the best sellers.",0
