USER,Persuasion Strategy
"I am not able to purchase this. Show me other one, which is less expensive?",4
Okay. What is its colour.,4
"No, She doesn't like this colour.",4
Still I am in doubt.Because she likes only black and white colour.,4
"Okay.I trust you. But if she does'nt like it, I will exchange it.",4
Okay. I want to proceed with Billing.,4
"No, this time it is enough.",4
Thankyou so much for assisting me.,4
579,
Good morning.,0
I am looking for a 4G smartphone.,3
The phone must be from Meizu brand. I trust only this brand.,3
I have a budget of 400 EUR. If any phone come under this budget it will be good for me.,3
What are their price?,3
Pro 6s is out of my budget. I want to saw other two phones.,3
What is the battery backup of these phones?,3
M3 Max is better in terms of battery and it is in budget. i want to know more about M3 max.,3
Ram is not enough for me. It does not work smoothly.,3
If it has 4GB RAM. then it is good.,3
Okay. And about its colour.,3
Wow ! this is new type of golden colour. I have heard about it.,3
Now it statisfy my all requirement.,3
"No, I want to proceed with billing.",3
Thankyou so much,3
580,
Hello. Can you help me buying a laptop?,0
I am looking to buy a laptop for Graphic design task.,3
It should have at least 256 GB NVMe M. 2 SSD/1 TB HDD disk space and Windows OS.,3
Okay. How much is it going to cost me?,3
It is expensive for me. Will you show another one which is less expensive?,3
How much it cost to me?,3
Okay. I don't want to spend this much money. Can you show me the other one.,3
Do you have any another laptop which comes in range of 3000 to 4000.,3
It is perfect. It comes under my budget.,3
Does it has Intel graphics?,3
What is its display size?,3
14 inch display size is not enough for me?,3
Okay. If you assure me then I don't have any problem. Can you tell me other features too?,3
Can I get discount on this labtop?,3
Okay. Then book it for me?,3
No.Thankyou so much.,3
581,
Good morning.,0
I want to purchase a HTC phone.,0
"No, I don't have idea will you help me to choose better one?",1
My budget is in between 200 to 300 EUR.,1
Are they dual sim phone?,1
Which among these are latest?,1
Can you tell me about the camera resolution of both of these phone?,1
What about their colours?,1
"Okay, I would like to go with Desire 816. could you elobrate its features?",1
I am not satisfied with RAM.,1
"But after sometime, It is sure, it will start creating problem.",1
"Still, I am in doubt.",1
"Now, it is fine for me.",1
"No, book it for me.",1
Thankyou for assiting me,1
582,
Good morning. I want a smartphone with good battery backup.,3
"Yes, I trust only samsung brand.",3
I am looking for good camera quality phone.,3
"Okay, what about the colour of Samsung Glaxy Tab 2 10?",3
Tell me the more features of that phone.,3
3 Megapixel is quite unsufficent for me.,3
"Okay, if you ensure it then I am statisfied. But 3GB RAM is quite unsufficent for me.
Because I want a phone which can also handle my office work.",3
"Okay, how much will it cost to me?",3
It does not match with my budget. if there is any discount availble ?,3
"Okay,I am ready to proceed with billing.",3
No. Thankyou so much.,3
583,
Good morning.,0
I want a phone with more than 20 Megapixel camera.,3
One of my friend suggested me to purchase for BLU brand phones.,3
"Okay, can you show me?",3
Wow! it looks so nice tell me the more features of this phone?,3
What about its RAM?,3
What is its price?,3
"According to me, having less RAM this phone is costly?",3
Still it is expensive.,3
Okay. I will trust. It is high time to grab this oppourtunity.,3
We can proceed with billing.,3
Thankyou so much.,3
584,
Good morning.,0
I am looking for tablets for reading purposes.,0
"No, but can you suggest me any?",5
"Yes, I have heard about this brand, do you have any tablet from this brand?",5
Tell me the prices of all of these.,5
"Well, I am a photographer, I also need more pixel in my tablet for clicking good picture.",5
I don't think 13 Megapixel is enough to click good picture.,5
"Okay, what about its RAM?",5
RAM is too less.,5
"No, I Prefer to making notes while reading on tablet. How can I do these two task at same time.",5
"Okay, what about its colour?",5
"Wow, its my favourite colour.",5
I want to proceed with booking.,5
Thankyou so much,5
585,
"Hello, I am looking for a smartphone for my personal use. Can you help me for this?",0
It should be under 250 EUR.,5
"Sure, it can work for me but all I want is something black in colour.",5
"Well, one with a good camera quality.",5
Sounds interesting but is this smartphone available in black colour?,5
Do you have any other model in Samsung only?,5
"No, black colour is my favourite. I want it in black colour only.",5
Sure. but is it available with same features?,5
How much will it cost to me?,5
"Well, it seems a good for me.",5
"Well, I am statisfied with all the features of this phone, I want to proceed with billing.",5
Thankyou so much.,5
586,
"Hello, I want a good camera phone for my wife.",0
She is just a learner now. May be Oppo could work fine for her.,2
"Yes, it should be in between 120 - 200EUR. along with that it must have good display size.",2
I want to go with Oppo R9 plus.,2
16 Megapixel is eligible to click good picture. Are you sure about this.,2
What about its RAM.,2
What about its battery?,2
"Actually, she is so busy women. She has no time to charge phone regulary.",2
How long it will run after getting full charged.,2
"Okay, if you ensure me, then I will trust , what is the colour of this phone.",2
"Yes, gold colour is her favourite colour, she definetly likes it.",2
"Okay, I want to make it reserve for me.",2
Thankyou so much for assesting me.,2
587,
"Hi, can you assist me in selecting an android phone?",0
"Actually, I want it for my brother who loves playing games. So, I am looking for a gaming phone.",3
"Yes. The RAM should be 4GB, and also battery backup is nice.",3
"Yes, and be sure the price not must be extend from 200 euro.",3
"Both phone sound decent , I want to know the price of LAVA Z10?",3
What about its display size and colour?,3
I am sure display size is not satisfied by my brother.,3
"But, he likes to play games on big hd screen.",3
"Okay, Now I am statisfied. and gold colour is his favourite colour.",3
"Sure, but I want to know is there any discount available for this phone?",3
"Okay, product is really worthy I want to proceed with billing.",3
Thankyou so much.,3
588,
Good morning. I am looking for smartphone.,0
"No, I don't have enough idea about it. Can you help me for that?",0
I would like to have it golden in colour as it's in the new trend.,3
I would say let's start with these two.,3
5000MAH battery is not enough for me. I need to travel all day along. I don't have enough time charge it everytime.,3
But I am not statisfied with its batterybackup.,3
"Okay. Then it good for me.
What about its RAM and camera quality?",3
What about the internal storage capacity?,3
And what about their prices?,3
"Well, they both have almost similar specifications so I am quite confused as in which one to choose?",3
I get that. Which one has more brand value?,3
Would you suggest me to buy Asus?,3
"Well, it's a tough decision. But I guess, I would like to go for Asus.",3
I want to proceed with booking.,3
Thankyou so much for assisting me.,3
589,
Hello. I want to buy a tab for my bride.,0
I would like to have it in Pearl White because that is her favourite colour.,2
I don't have any information regarding that. Will you help me to choose better one?,2
"yes, she is fond of reading and watching series, for that she need tab with good batterybackup. And also she loves to click picture.",2
How much cost is it to me?,2
"It is costly, I want it less expensive?",2
"But, I don't want to spend that much on purchasing tab?",2
What about its camera?,2
I don't think she statisfied with camera quality?,2
What about its colour?,2
"Okay, I trust you. You can proceed with billing?",2
Please proceed with the booking.,2
Thankyou so much.,2
,
"Hi, I want to buy a laptop for my personal use, within the budget of 2300 EUR.",0
Which brand do you have?,4
"My perivious labtop was from Dell. I trust on it, it was good for me. This time again I want to purchase Dell.",4
"Show me Labtop with I5 proceesor, I belive it would be good for my office use.",4
Wow! it is in my budget. What about its storage.,4
What is its display size?,4
15.6 is not comfortable for office use.we need to present data on long screen.,4
"Are you sure? it is enough to present any presentation or some other task of my office.
Because I want this labtop for my office use.",4
How can you assure me for this?,4
"Okay, what about its colour. Because my previous labtop is in black colour. I wanted it in black colour.",4
